0.1071	0.6031	1
0.09332	0.6499	1
0.09793	0.7054	1
0.1555	0.7844	1
0.2108	0.8662	1
0.3283	0.9291	1
0.4297	0.9349	1
0.621	0.9349	1
0.7569	0.9101	1
0.8191	0.8794	1
0.8099	0.837	1
0.75	0.8194	1
0.773	0.8545	1
0.7707	0.8896	1
0.7661	0.8999	1
0.78	0.8355	1
0.75	0.7917	1
0.7615	0.7654	1
0.8145	0.8326	1
0.8145	0.8852	1
0.5634	0.9218	1
0.4942	0.8999	1
0.4804	0.8633	1
0.4482	0.8194	1
0.4251	0.8575	1
0.4505	0.8999	1
0.5104	0.9379	1
0.4988	0.9452	1
0.3514	0.9349	1
0.273	0.9013	1
0.2339	0.8618	1
0.2154	0.8589	1
0.1348	0.8618	1
0.07488	0.8721	1
0.05876	0.8721	1
0.1002	0.8385	1
0.121	0.8311	1
0.1325	0.8136	1
0.1371	0.7741	1
0.1164	0.7493	1
0.1048	0.7273	1
0.1071	0.6996	1
0.09101	0.6542	1
0.06797	0.6338	1
0.06797	0.6235	1
0.09332	0.5855	1
0.1624	0.5797	1
0.1786	0.5958	1
0.144	0.6425	1
0.1094	0.6455	1
0.1463	0.7039	1
0.1486	0.742	1
0.1601	0.777	1
0.1233	0.7917	1
0.1048	0.8151	1
0.0818	0.8238	1
0.05876	0.8823	1
0.09562	0.894	1
0.144	0.8896	1
0.1694	0.8648	1
0.1647	0.8443	1
0.1187	0.8399	1
0.1624	0.8838	1
0.2362	0.8999	1
0.2777	0.9364	1
0.2984	0.9554	1
0.3376	0.9613	1
0.3422	0.9583	1
0.2938	0.9335	1
0.2592	0.9247	1
0.2523	0.9423	1
0.2131	0.9218	1
0.2039	0.8911	1
0.1924	0.8808	1
0.3629	0.9613	1
0.4182	0.9642	1
0.4297	0.9671	1
0.3906	0.9423	1
0.3906	0.9364	1
0.4182	0.9232	1
0.4136	0.9013	1
0.4113	0.8882	1
0.4574	0.8648	1
0.4666	0.8487	1
0.5081	0.9072	1
0.5219	0.9276	1
0.4343	0.9335	1
0.4482	0.9583	1
0.4643	0.973	1
0.5081	0.9569	1
0.5242	0.9349	1
0.568	0.9276	1
0.5864	0.9554	1
0.591	0.9583	1
0.6256	0.9525	1
0.6624	0.9496	1
0.6901	0.9364	1
0.6832	0.9232	1
0.7408	0.9189	1
0.7661	0.9145	1
0.7154	0.8925	1
0.7293	0.8896	1
0.7454	0.875	1
0.7385	0.8501	1
0.7385	0.8399	1
0.78	0.8165	1
0.8053	0.799	1
0.7961	0.7902	1
0.7823	0.7639	1
0.7661	0.7566	1
0.72	0.8428	1
0.7385	0.8896	1
0.7408	0.9232	1
0.7154	0.9393	1
0.6763	0.9408	1
0.6371	0.9218	1
0.6809	0.9159	1
0.7408	0.9159	1
0.7569	0.9379	1
0.7776	0.951	1
0.8329	0.9189	1
0.78	0.8721	1
0.7776	0.8531	1
0.7707	0.9262	1
0.6717	0.9554	1
0.5749	0.9466	1
0.5449	0.9291	1
0.5035	0.9145	1
0.4435	0.9232	1
0.3906	0.9306	1
0.3376	0.9262	1
0.3698	0.9232	1
0.4366	0.9101	1
0.5357	0.9598	1
0.4574	0.9598	1
0.4228	0.9393	1
0.409	0.9057	1
0.3675	0.9086	1
0.3145	0.9203	1
0.3329	0.9247	1
0.4574	0.9232	1
0.5081	0.9145	1
0.4735	0.9496	1
0.538	0.9627	1
0.697	0.9554	1
0.75	0.951	1
0.8007	0.913	1
0.8237	0.8648	1
0.7108	0.8618	1
0.7016	0.8867	1
0.6371	0.9101	1
0.5933	0.9174	1
0.5634	0.9174	1
0.5403	0.9101	1
0.5104	0.8838	1
0.5012	0.8633	1
0.4804	0.8414	1
0.432	0.856	1
0.4044	0.8765	1
0.3652	0.8984	1
0.3145	0.8984	1
0.2777	0.8955	1
0.2638	0.8911	1
0.2362	0.875	1
0.2223	0.8604	1
0.1947	0.8501	1
0.1717	0.8341	1
0.1763	0.8194	1
0.1832	0.7873	1
0.1601	0.7537	1
0.1118	0.7478	1
0.08871	0.739	1
0.09332	0.701	1
0.1256	0.6835	1
0.1624	0.6542	1
0.1279	0.6308	1
0.1348	0.5885	1
0.1855	0.5885	1
0.1924	0.625	1
0.1325	0.6645	1
0.1002	0.6703	1
0.07488	0.6718	1
0.07028	0.7054	1
0.09332	0.7215	1
0.1002	0.7522	1
0.06567	0.7595	1
0.0818	0.7741	1
0.09793	0.7741	1
0.8214	0.8969	1
0.8583	0.8458	1
0.8145	0.8209	1
0.7892	0.799	1
0.7915	0.7493	1
0.3721	0.8516	0
0.3514	0.8633	0
0.3053	0.8545	0
0.3237	0.8414	0
0.2892	0.8341	0
0.2777	0.8297	0
0.2938	0.8107	0
0.2984	0.8019	0
0.3168	0.8414	0
0.3537	0.8341	0
0.3537	0.8238	0
0.3053	0.8048	0
0.2915	0.7844	0
0.2615	0.8004	0
0.2684	0.8004	0
0.2707	0.8165	0
0.2477	0.8063	0
0.2592	0.7814	0
0.2615	0.7785	0
0.2339	0.7624	0
0.2293	0.7259	0
0.2661	0.7069	0
0.303	0.6966	0
0.2938	0.6791	0
0.2684	0.6615	0
0.2823	0.6528	0
0.3122	0.644	0
0.3491	0.6265	0
0.3514	0.606	0
0.379	0.5811	0
0.4205	0.5534	0
0.379	0.53	0
0.3468	0.5183	0
0.3376	0.5256	0
0.3468	0.5651	0
0.3606	0.5841	0
0.3191	0.6206	0
0.3283	0.6689	0
0.3353	0.682	0
0.3076	0.7303	0
0.3053	0.7639	0
0.3191	0.8092	0
0.3353	0.8209	0
0.3606	0.8282	0
0.3882	0.8224	0
0.4044	0.799	0
0.4136	0.7887	0
0.3744	0.7683	0
0.3652	0.7654	0
0.3675	0.777	0
0.3698	0.8004	0
0.3468	0.799	0
0.3329	0.78	0
0.3329	0.739	0
0.3583	0.6908	0
0.3537	0.6615	0
0.3675	0.6396	0
0.3952	0.6177	0
0.3859	0.6089	0
0.4389	0.5914	0
0.4228	0.5724	0
0.4505	0.5344	0
0.4643	0.5387	0
0.4712	0.5914	0
0.462	0.6294	0
0.4366	0.6484	0
0.4067	0.6762	0
0.3744	0.7025	0
0.3583	0.7624	0
0.3675	0.739	0
0.4067	0.6674	0
0.4228	0.6118	0
0.485	0.5987	0
0.4804	0.6148	0
0.5081	0.6323	0
0.515	0.6499	0
0.5265	0.6601	0
0.5588	0.6674	0
0.5749	0.6747	0
0.5933	0.6762	0
0.6417	0.6615	0
0.6786	0.6396	0
0.7039	0.6162	0
0.727	0.587	0
0.7385	0.5577	0
0.78	0.5285	0
0.7892	0.527	0
0.7846	0.5563	0
0.7846	0.5972	0
0.75	0.6425	0
0.7385	0.6615	0
0.7293	0.6732	0
0.6786	0.6937	0
0.6647	0.6966	0
0.591	0.7069	0
0.5495	0.6923	0
0.5311	0.6747	0
0.4942	0.6542	0
0.4412	0.6528	0
0.4274	0.6689	0
0.3975	0.6981	0
0.3975	0.7025	0
0.4666	0.6762	0
0.5081	0.682	0
0.5081	0.6849	0
0.5472	0.7054	0
0.5841	0.7098	0
0.6118	0.7142	0
0.6694	0.7113	0
0.6348	0.6835	0
0.7108	0.6849	0
0.6924	0.6645	0
0.7477	0.6557	0
0.7293	0.6323	0
0.7362	0.6075	0
0.7431	0.5943	0
0.773	0.5826	0
0.7477	0.5534	0
0.7615	0.5431	0
0.8076	0.5373	0
0.8122	0.5461	0
0.8306	0.5768	0
0.8237	0.5855	0
0.7938	0.625	0
0.7776	0.6411	0
0.7569	0.6528	0
0.7408	0.6718	0
0.7224	0.6864	0
0.6578	0.6864	0
0.644	0.6864	0
0.5933	0.6747	0
0.5403	0.8999	1
0.6233	0.8955	1
0.6509	0.8911	1
0.6924	0.8823	1
0.6394	0.8779	1
0.5495	0.8867	1
0.5403	0.8925	1
0.5657	0.9086	1
0.6325	0.9159	1
0.7039	0.9072	1
0.75	0.875	1
0.8053	0.7931	1
0.8376	0.78	1
0.8675	0.7756	1
0.9044	0.7727	1
0.9528	0.7741	1
0.9758	0.777	1
0.9689	0.8019	1
0.9274	0.8034	1
0.8813	0.8004	1
0.8514	0.8063	1
0.8076	0.8458	1
0.8007	0.8662	1
0.8606	0.8501	1
0.909	0.837	1
0.9205	0.8268	1
0.9551	0.8224	1
0.9666	0.8224	1
0.9689	0.8209	1
0.8975	0.8194	1
0.8514	0.7887	1
0.8514	0.7858	1
0.856	0.8399	1
0.8283	0.8501	1
0.6002	0.9408	1
0.6002	0.9408	1
0.4827	0.9306	1
0.2546	0.951	1
0.227	0.8999	1
0.1601	0.8911	1
0.1763	0.8604	1
0.1118	0.8662	1
0.07488	0.8852	1
0.05415	0.8838	1
0.04493	0.9145	1
0.1118	0.913	1
0.1048	0.8969	1
0.1532	0.8852	1
0.1993	0.8838	1
0.06106	0.9115	1
0.05645	0.8969	1
0.07488	0.8794	1
0.09332	0.8589	1
0.3537	0.7142	0
0.3099	0.7741	0
0.2707	0.7449	0
0.3007	0.6981	0
0.3929	0.6732	0
0.4044	0.6542	0
0.4205	0.6382	0
0.4459	0.6162	0
0.4643	0.6045	0
0.3744	0.5636	0
0.4251	0.5285	0
0.3698	0.5095	0
0.4804	0.6425	0
0.4297	0.6689	0
0.5541	0.6791	0
0.621	0.7054	0
0.6164	0.739	0
0.6624	0.723	0
0.6832	0.7054	0
0.6924	0.6513	0
0.72	0.6411	0
0.727	0.6674	0
0.6809	0.6952	0
0.6555	0.7113	0
0.621	0.723	0
0.591	0.7186	0
0.568	0.6879	0
0.568	0.6615	0
0.5657	0.6484	0
0.6279	0.5914	1
0.5634	0.5958	1
0.6187	0.6001	1
0.6071	0.6221	1
0.5887	0.6206	1
0.5772	0.5943	1
0.5841	0.5768	1
0.6118	0.5665	1
0.6233	0.5621	1
0.6233	0.5577	1
0.5979	0.5548	1
0.5541	0.5475	1
0.5449	0.5358	1
0.5449	0.5329	1
0.5703	0.5285	1
0.5956	0.527	1
0.5979	0.527	1
0.6302	0.53	1
0.6578	0.53	1
0.7039	0.527	1
0.7062	0.5168	1
0.7016	0.511	1
0.6647	0.5358	1
0.644	0.5636	1
0.644	0.5753	1
0.644	0.5885	1
0.6371	0.6075	1
0.6348	0.6162	1
0.5887	0.6192	1
0.5518	0.6075	1
0.5611	0.5943	1
0.5772	0.5417	1
0.5518	0.5227	1
0.5472	0.511	1
0.5472	0.508	1
0.5933	0.5168	1
0.6694	0.5227	1
0.674	0.5241	1
0.6624	0.5665	1
0.6624	0.5665	1
0.6417	0.5358	1
0.6647	0.5168	1
